symbol_root,contract_symbol,continuous_symbol,ts_open_utc,ts_close_utc,open,high,low,close,volume,trade_count,vwap,source_name,is_rth,session_id,is_rollover_period,is_holiday_session,is_valid_bar
NQ,NQH6,NQ.c.0,2026-01-02T14:33:00Z,2026-01-02T14:34:00Z,16997.65,16998.4,16996.0,16996.75,725,181,16997.2,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:34:00Z,2026-01-02T14:35:00Z,16996.75,16997.5,16995.1,16995.85,750,187,16996.3,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:35:00Z,2026-01-02T14:36:00Z,16995.85,16996.6,16994.2,16994.95,775,193,16995.4,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:36:00Z,2026-01-02T14:37:00Z,16994.95,16995.7,16993.3,16994.05,800,200,16994.5,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:37:00Z,2026-01-02T14:38:00Z,16994.05,16994.8,16992.4,16993.15,825,206,16993.6,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:38:00Z,2026-01-02T14:39:00Z,16993.15,16993.9,16991.5,16992.25,850,212,16992.7,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:39:00Z,2026-01-02T14:40:00Z,16992.25,16993.0,16990.6,16991.35,875,218,16991.8,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:40:00Z,2026-01-02T14:41:00Z,16991.35,16992.1,16989.7,16990.45,900,225,16990.9,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:41:00Z,2026-01-02T14:42:00Z,16990.45,16991.2,16989.65,16990.4,900,225,16990.43,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:42:00Z,2026-01-02T14:43:00Z,16990.4,16991.15,16989.6,16990.35,925,231,16990.38,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:43:00Z,2026-01-02T14:44:00Z,16990.35,16992.0,16989.6,16991.25,978,244,16990.8,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:44:00Z,2026-01-02T14:45:00Z,16991.25,16992.9,16990.5,16992.15,1003,250,16991.7,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:45:00Z,2026-01-02T14:46:00Z,16992.15,16993.8,16991.4,16993.05,1028,257,16992.6,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:46:00Z,2026-01-02T14:47:00Z,16993.05,16994.7,16992.3,16993.95,728,182,16993.5,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:47:00Z,2026-01-02T14:48:00Z,16993.95,16995.6,16993.2,16994.85,753,188,16994.4,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:48:00Z,2026-01-02T14:49:00Z,16994.85,16996.5,16994.1,16995.75,778,194,16995.3,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:49:00Z,2026-01-02T14:50:00Z,16995.75,16997.4,16995.0,16996.65,803,200,16996.2,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:50:00Z,2026-01-02T14:51:00Z,16996.65,16998.3,16995.9,16997.55,828,207,16997.1,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:51:00Z,2026-01-02T14:52:00Z,16997.55,16999.2,16996.8,16998.45,853,213,16998.0,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:52:00Z,2026-01-02T14:53:00Z,16998.45,17000.1,16997.7,16999.35,878,219,16998.9,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:53:00Z,2026-01-02T14:54:00Z,16999.35,17001.0,16998.6,17000.25,903,225,16999.8,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:54:00Z,2026-01-02T14:55:00Z,17000.25,17001.9,16999.5,17001.15,928,232,17000.7,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:55:00Z,2026-01-02T14:56:00Z,17001.15,17002.8,17000.4,17002.05,953,238,17001.6,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:56:00Z,2026-01-02T14:57:00Z,17002.05,17003.7,17001.3,17002.95,978,244,17002.5,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:57:00Z,2026-01-02T14:58:00Z,17002.95,17004.6,17002.2,17003.85,1003,250,17003.4,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:58:00Z,2026-01-02T14:59:00Z,17003.85,17004.6,17003.05,17003.8,1000,250,17003.83,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T14:59:00Z,2026-01-02T15:00:00Z,17003.8,17004.55,17003.0,17003.75,700,175,17003.78,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:00:00Z,2026-01-02T15:01:00Z,17003.75,17004.5,17002.95,17003.7,725,181,17003.72,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:01:00Z,2026-01-02T15:02:00Z,17003.7,17004.45,17002.9,17003.65,750,187,17003.68,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:02:00Z,2026-01-02T15:03:00Z,17003.65,17004.4,17002.85,17003.6,775,193,17003.62,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:03:00Z,2026-01-02T15:04:00Z,17003.6,17004.35,17002.8,17003.55,800,200,17003.58,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:04:00Z,2026-01-02T15:05:00Z,17003.55,17004.3,17002.75,17003.5,825,206,17003.53,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:05:00Z,2026-01-02T15:06:00Z,17003.5,17004.25,17002.7,17003.45,850,212,17003.47,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:06:00Z,2026-01-02T15:07:00Z,17003.45,17004.2,17002.65,17003.4,875,218,17003.43,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:07:00Z,2026-01-02T15:08:00Z,17003.4,17004.15,17002.6,17003.35,900,225,17003.38,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:08:00Z,2026-01-02T15:09:00Z,17003.35,17004.1,17002.55,17003.3,925,231,17003.33,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:09:00Z,2026-01-02T15:10:00Z,17003.3,17004.05,17002.5,17003.25,950,237,17003.28,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:10:00Z,2026-01-02T15:11:00Z,17003.25,17004.0,17002.45,17003.2,975,243,17003.22,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:11:00Z,2026-01-02T15:12:00Z,17003.2,17004.35,17002.45,17003.6,1013,253,17003.4,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:12:00Z,2026-01-02T15:13:00Z,17003.6,17004.75,17002.85,17004.0,713,178,17003.8,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:13:00Z,2026-01-02T15:14:00Z,17004.0,17005.15,17003.25,17004.4,738,184,17004.2,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:14:00Z,2026-01-02T15:15:00Z,17004.4,17005.55,17003.65,17004.8,763,190,17004.6,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:15:00Z,2026-01-02T15:16:00Z,17004.8,17005.95,17004.05,17005.2,788,197,17005.0,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:16:00Z,2026-01-02T15:17:00Z,17005.2,17006.35,17004.45,17005.6,813,203,17005.4,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:17:00Z,2026-01-02T15:18:00Z,17005.6,17006.75,17004.85,17006.0,838,209,17005.8,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:18:00Z,2026-01-02T15:19:00Z,17006.0,17007.15,17005.25,17006.4,863,215,17006.2,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:19:00Z,2026-01-02T15:20:00Z,17006.4,17007.55,17005.65,17006.8,888,222,17006.6,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:20:00Z,2026-01-02T15:21:00Z,17006.8,17007.95,17006.05,17007.2,913,228,17007.0,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:21:00Z,2026-01-02T15:22:00Z,17007.2,17008.35,17006.45,17007.6,938,234,17007.4,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:22:00Z,2026-01-02T15:23:00Z,17007.6,17008.75,17006.85,17008.0,963,240,17007.8,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:23:00Z,2026-01-02T15:24:00Z,17008.0,17009.15,17007.25,17008.4,988,247,17008.2,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:24:00Z,2026-01-02T15:25:00Z,17008.4,17009.55,17007.65,17008.8,1013,253,17008.6,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:25:00Z,2026-01-02T15:26:00Z,17008.8,17009.55,17008.0,17008.75,700,175,17008.78,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:26:00Z,2026-01-02T15:27:00Z,17008.75,17009.5,17007.95,17008.7,725,181,17008.72,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:27:00Z,2026-01-02T15:28:00Z,17008.7,17009.45,17007.9,17008.65,750,187,17008.68,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:28:00Z,2026-01-02T15:29:00Z,17008.65,17009.4,17007.85,17008.6,775,193,17008.62,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:29:00Z,2026-01-02T15:30:00Z,17008.6,17009.35,17007.8,17008.55,800,200,17008.58,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:30:00Z,2026-01-02T15:31:00Z,17008.55,17009.3,17007.75,17008.5,825,206,17008.53,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:31:00Z,2026-01-02T15:32:00Z,17008.5,17009.25,17007.7,17008.45,850,212,17008.47,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:32:00Z,2026-01-02T15:33:00Z,17008.45,17009.2,17007.65,17008.4,875,218,17008.43,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:33:00Z,2026-01-02T15:34:00Z,17008.4,17009.15,17007.6,17008.35,900,225,17008.38,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:34:00Z,2026-01-02T15:35:00Z,17008.35,17009.1,17007.55,17008.3,925,231,17008.33,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:35:00Z,2026-01-02T15:36:00Z,17008.3,17009.05,17007.5,17008.25,950,237,17008.28,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:36:00Z,2026-01-02T15:37:00Z,17008.25,17009.0,17007.45,17008.2,975,243,17008.22,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:37:00Z,2026-01-02T15:38:00Z,17008.2,17008.95,17007.4,17008.15,1000,250,17008.18,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:38:00Z,2026-01-02T15:39:00Z,17008.15,17008.9,17007.35,17008.1,700,175,17008.12,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:39:00Z,2026-01-02T15:40:00Z,17008.1,17008.85,17007.3,17008.05,725,181,17008.08,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:40:00Z,2026-01-02T15:41:00Z,17008.05,17008.8,17007.25,17008.0,750,187,17008.03,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:41:00Z,2026-01-02T15:42:00Z,17008.0,17008.75,17007.2,17007.95,775,193,17007.97,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:42:00Z,2026-01-02T15:43:00Z,17007.95,17008.7,17007.15,17007.9,800,200,17007.93,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:43:00Z,2026-01-02T15:44:00Z,17007.9,17008.65,17007.1,17007.85,825,206,17007.88,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:44:00Z,2026-01-02T15:45:00Z,17007.85,17008.6,17007.05,17007.8,850,212,17007.83,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:45:00Z,2026-01-02T15:46:00Z,17007.8,17008.55,17007.0,17007.75,875,218,17007.78,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:46:00Z,2026-01-02T15:47:00Z,17007.75,17008.5,17006.95,17007.7,900,225,17007.72,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:47:00Z,2026-01-02T15:48:00Z,17007.7,17008.45,17006.9,17007.65,925,231,17007.68,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:48:00Z,2026-01-02T15:49:00Z,17007.65,17008.4,17006.85,17007.6,950,237,17007.62,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:49:00Z,2026-01-02T15:50:00Z,17007.6,17008.35,17006.8,17007.55,975,243,17007.58,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:50:00Z,2026-01-02T15:51:00Z,17007.55,17008.3,17006.75,17007.5,1000,250,17007.53,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:51:00Z,2026-01-02T15:52:00Z,17007.5,17008.25,17006.7,17007.45,700,175,17007.47,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:52:00Z,2026-01-02T15:53:00Z,17007.45,17008.2,17006.65,17007.4,725,181,17007.43,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:53:00Z,2026-01-02T15:54:00Z,17007.4,17008.15,17006.6,17007.35,750,187,17007.38,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:54:00Z,2026-01-02T15:55:00Z,17007.35,17008.1,17006.55,17007.3,775,193,17007.33,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:55:00Z,2026-01-02T15:56:00Z,17007.3,17008.05,17006.5,17007.25,800,200,17007.28,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:56:00Z,2026-01-02T15:57:00Z,17007.25,17008.0,17006.45,17007.2,825,206,17007.22,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:57:00Z,2026-01-02T15:58:00Z,17007.2,17007.95,17006.4,17007.15,850,212,17007.18,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:58:00Z,2026-01-02T15:59:00Z,17007.15,17007.9,17006.35,17007.1,875,218,17007.12,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T15:59:00Z,2026-01-02T16:00:00Z,17007.1,17007.85,17006.3,17007.05,900,225,17007.08,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:00:00Z,2026-01-02T16:01:00Z,17007.05,17007.8,17006.25,17007.0,925,231,17007.03,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:01:00Z,2026-01-02T16:02:00Z,17007.0,17007.75,17006.2,17006.95,950,237,17006.97,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:02:00Z,2026-01-02T16:03:00Z,17006.95,17007.7,17006.15,17006.9,975,243,17006.93,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:03:00Z,2026-01-02T16:04:00Z,17006.9,17007.65,17006.1,17006.85,1000,250,17006.88,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:04:00Z,2026-01-02T16:05:00Z,17006.85,17007.6,17006.05,17006.8,700,175,17006.83,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:05:00Z,2026-01-02T16:06:00Z,17006.8,17007.55,17006.0,17006.75,725,181,17006.78,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:06:00Z,2026-01-02T16:07:00Z,17006.75,17007.5,17005.95,17006.7,750,187,17006.72,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:07:00Z,2026-01-02T16:08:00Z,17006.7,17007.45,17005.9,17006.65,775,193,17006.68,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:08:00Z,2026-01-02T16:09:00Z,17006.65,17007.4,17005.85,17006.6,800,200,17006.62,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:09:00Z,2026-01-02T16:10:00Z,17006.6,17007.35,17005.8,17006.55,825,206,17006.58,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:10:00Z,2026-01-02T16:11:00Z,17006.55,17007.3,17005.75,17006.5,850,212,17006.53,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:11:00Z,2026-01-02T16:12:00Z,17006.5,17007.25,17005.7,17006.45,875,218,17006.47,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:12:00Z,2026-01-02T16:13:00Z,17006.45,17007.2,17005.65,17006.4,900,225,17006.43,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:13:00Z,2026-01-02T16:14:00Z,17006.4,17007.15,17005.6,17006.35,925,231,17006.38,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:14:00Z,2026-01-02T16:15:00Z,17006.35,17007.1,17005.55,17006.3,950,237,17006.33,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:15:00Z,2026-01-02T16:16:00Z,17006.3,17007.05,17005.5,17006.25,975,243,17006.28,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:16:00Z,2026-01-02T16:17:00Z,17006.25,17007.0,17005.45,17006.2,1000,250,17006.22,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:17:00Z,2026-01-02T16:18:00Z,17006.2,17006.95,17005.4,17006.15,700,175,17006.18,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:18:00Z,2026-01-02T16:19:00Z,17006.15,17006.9,17005.35,17006.1,725,181,17006.12,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:19:00Z,2026-01-02T16:20:00Z,17006.1,17006.85,17005.3,17006.05,750,187,17006.08,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:20:00Z,2026-01-02T16:21:00Z,17006.05,17006.8,17005.25,17006.0,775,193,17006.03,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:21:00Z,2026-01-02T16:22:00Z,17006.0,17006.75,17005.2,17005.95,800,200,17005.97,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:22:00Z,2026-01-02T16:23:00Z,17005.95,17006.7,17005.15,17005.9,825,206,17005.93,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:23:00Z,2026-01-02T16:24:00Z,17005.9,17006.65,17005.1,17005.85,850,212,17005.88,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:24:00Z,2026-01-02T16:25:00Z,17005.85,17006.6,17005.05,17005.8,875,218,17005.83,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:25:00Z,2026-01-02T16:26:00Z,17005.8,17006.55,17005.0,17005.75,900,225,17005.78,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:26:00Z,2026-01-02T16:27:00Z,17005.75,17006.5,17004.95,17005.7,925,231,17005.72,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:27:00Z,2026-01-02T16:28:00Z,17005.7,17006.45,17004.9,17005.65,950,237,17005.68,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:28:00Z,2026-01-02T16:29:00Z,17005.65,17006.4,17004.85,17005.6,975,243,17005.62,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:29:00Z,2026-01-02T16:30:00Z,17005.6,17006.35,17004.8,17005.55,1000,250,17005.58,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:30:00Z,2026-01-02T16:31:00Z,17005.55,17006.3,17004.75,17005.5,700,175,17005.53,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:31:00Z,2026-01-02T16:32:00Z,17005.5,17006.25,17004.7,17005.45,725,181,17005.47,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:32:00Z,2026-01-02T16:33:00Z,17005.45,17006.2,17004.65,17005.4,750,187,17005.43,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:33:00Z,2026-01-02T16:34:00Z,17005.4,17006.15,17004.6,17005.35,775,193,17005.38,fixture_csv,true,2026-01-02-RTH,false,false,true
NQ,NQH6,NQ.c.0,2026-01-02T16:34:00Z,2026-01-02T16:35:00Z,17005.35,17006.1,17004.55,17005.3,800,200,17005.33,fixture_csv,true,2026-01-02-RTH,false,false,true
